,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
278,B4 LM,STUART,2947.0,47.916000000000004,0.598,-7.6,18.9,3.762,2,1.0,8
279,B4 LM,STUART,2947.5,32.469,0.912,-1.4,9.8,4.314,2,0.929,8
280,B4 LM,STUART,2948.0,20.718000000000004,1.222,-2.9,7.85,4.863,2,0.857,8
281,B4 LM,STUART,2948.5,15.015,1.2329999999999999,-1.6,6.4,4.813,2,0.7859999999999999,8
282,B4 LM,STUART,2949.0,14.084000000000001,1.084,-1.1,6.55,4.644,2,0.7140000000000001,8
283,B4 LM,STUART,2949.5,15.937000000000001,0.9620000000000001,-0.4,7.4,4.6339999999999995,2,0.643,8
284,B4 LM,STUART,2950.0,19.348,0.9009999999999999,-1.0,7.9,4.545,2,0.5710000000000001,8
285,B4 LM,STUART,2950.5,21.469,0.9059999999999999,-1.1,6.75,4.5760000000000005,2,0.5,8
286,B4 LM,STUART,2951.0,22.587,0.9690000000000001,-1.4,5.5,4.527,2,0.429,8
287,B4 LM,STUART,2951.5,25.721,1.079,-0.9,4.45,4.512,2,0.35700000000000004,6
288,B4 LM,STUART,2952.0,29.45,1.2,0.0,4.0,4.437,2,0.28600000000000003,6
289,B4 LM,STUART,2952.5,36.313,1.169,-3.3,6.95,3.97,2,0.214,6
290,B4 LM,STUART,2953.0,49.49100000000001,0.909,-8.9,13.85,3.695,2,0.14300000000000002,8
291,B5 SH,STUART,2953.5,69.222,0.469,-6.0,27.9,3.3510000000000004,1,1.0,3
292,B5 SH,STUART,2954.0,70.968,0.444,-2.5,28.85,3.49,1,0.75,3
293,B5 SH,STUART,2954.5,65.37899999999999,0.501,-0.3,22.75,3.9,1,0.5,3
294,B5 SH,STUART,2955.0,54.093,0.56,-0.5,16.75,4.126,1,0.25,3
295,B5 LM,STUART,2955.5,41.633,0.541,3.9,11.55,4.482,2,1.0,8
296,B5 LM,STUART,2956.0,33.644,0.439,3.8,11.7,4.707,2,0.976,8
297,B5 LM,STUART,2956.5,28.976999999999997,0.321,1.3,14.45,4.447,2,0.951,8
298,B5 LM,STUART,2957.0,24.611,0.23199999999999998,-1.1,17.25,4.481,2,0.927,8
299,B5 LM,STUART,2957.5,24.154,0.184,-2.9,19.65,4.327,2,0.902,8
300,B5 LM,STUART,2958.0,25.639,0.17300000000000001,-2.4,20.5,4.302,2,0.878,8
301,B5 LM,STUART,2958.5,25.956999999999997,0.191,-2.4,19.9,4.294,2,0.8540000000000001,8
302,B5 LM,STUART,2959.0,38.965,0.266,-2.1,17.05,4.228,2,0.805,8
303,B5 LM,STUART,2959.5,45.354,0.301,0.2,14.8,4.127,2,0.78,8
304,B5 LM,STUART,2960.0,53.645,0.327,2.6,12.6,3.908,2,0.7559999999999999,8
305,B5 LM,STUART,2960.5,60.163999999999994,0.33799999999999997,3.8,12.2,3.74,2,0.732,7
306,B5 LM,STUART,2961.0,64.032,0.33399999999999996,5.5,13.15,3.5380000000000003,2,0.7070000000000001,7
307,B5 LM,STUART,2961.5,66.774,0.32299999999999995,7.9,14.75,3.5580000000000003,2,0.6829999999999999,7
308,B5 LM,STUART,2962.0,68.423,0.313,8.1,15.75,3.4760000000000004,2,0.659,7
309,B5 LM,STUART,2962.5,63.501999999999995,0.318,6.1,14.75,3.682,2,0.634,7
310,B5 LM,STUART,2963.0,57.903999999999996,0.349,2.8,12.9,3.937,2,0.61,7
311,B5 LM,STUART,2963.5,52.935,0.415,2.3,10.25,4.133,2,0.585,8
312,B5 LM,STUART,2964.0,45.125,0.507,2.3,8.45,4.248,2,0.561,8
313,B5 LM,STUART,2964.5,39.927,0.605,3.5,6.75,4.468,2,0.537,8
314,B5 LM,STUART,2965.0,36.215,0.703,2.4,6.0,4.575,2,0.512,6
315,B5 LM,STUART,2965.5,31.253,0.787,2.3,4.45,4.5569999999999995,2,0.488,6
316,B5 LM,STUART,2966.0,28.445999999999998,0.8320000000000001,2.2,3.4,4.573,2,0.46299999999999997,6
317,B5 LM,STUART,2966.5,27.296,0.821,1.2,4.4,4.79,2,0.439,8
318,B5 LM,STUART,2967.0,28.944000000000003,0.755,-0.4,7.3,4.887,2,0.415,6
319,B5 LM,STUART,2967.5,31.596,0.659,-1.6,11.0,4.824,2,0.39,9
320,B5 LM,STUART,2968.0,33.211999999999996,0.574,-3.1,14.45,4.765,2,0.366,9
321,B5 LM,STUART,2968.5,34.689,0.517,-3.0,16.4,4.766,2,0.341,9
322,B5 LM,STUART,2969.0,39.266,0.493,-1.9,16.15,4.705,2,0.317,9
323,B5 LM,STUART,2969.5,50.103,0.499,-2.0,14.6,4.453,2,0.293,9
324,B5 LM,STUART,2970.0,65.167,0.525,-1.6,13.1,4.3660000000000005,2,0.268,9
325,B5 LM,STUART,2970.5,76.436,0.557,-0.6,11.7,4.289,2,0.244,6
326,B5 LM,STUART,2971.0,92.88600000000001,0.628,-0.2,9.4,4.272,2,0.195,6
327,B5 LM,STUART,2971.5,99.64299999999999,0.6829999999999999,-0.3,7.95,4.395,2,0.171,6
328,B5 LM,STUART,2972.0,101.585,0.757,0.0,6.5,4.51,2,0.146,6
329,B5 LM,STUART,2972.5,95.775,0.85,1.6,4.9,4.53,2,0.122,6
330,B5 LM,STUART,2973.0,87.036,0.951,2.1,3.95,4.456,2,0.098,6
331,B5 LM,STUART,2973.5,72.331,1.0190000000000001,2.6,3.6,4.056,2,0.073,6
332,B5 LM,STUART,2974.0,58.858999999999995,0.991,3.4,3.9,3.7119999999999997,2,0.049,6
333,B5 LM,STUART,2974.5,60.931999999999995,0.857,1.3,7.35,3.3710000000000004,2,0.024,2
334,C SH,STUART,2975.0,67.655,0.675,-0.8,14.4,3.1310000000000002,1,1.0,3
335,C SH,STUART,2975.5,77.219,0.528,6.8,20.9,3.008,1,0.977,3
336,C SH,STUART,2976.0,82.115,0.45899999999999996,10.6,24.2,2.988,1,0.953,3
337,C SH,STUART,2976.5,84.865,0.446,9.4,23.7,3.134,1,0.93,3
338,C SH,STUART,2977.0,84.384,0.449,13.3,21.45,3.409,1,0.907,3
339,C SH,STUART,2977.5,81.77199999999999,0.44299999999999995,14.8,20.9,3.483,1,0.884,3
340,C SH,STUART,2978.0,78.998,0.444,16.5,20.65,3.438,1,0.8370000000000001,3
341,C SH,STUART,2978.5,79.896,0.457,14.9,20.15,3.423,1,0.8140000000000001,3
342,C SH,STUART,2979.0,79.194,0.462,14.8,19.9,3.45,1,0.7909999999999999,3
343,C SH,STUART,2979.5,78.99,0.451,13.5,19.65,3.3930000000000002,1,0.767,3
344,C SH,STUART,2980.0,79.21,0.441,15.1,18.95,3.475,1,0.7440000000000001,3
345,C SH,STUART,2980.5,78.1,0.451,15.6,17.5,3.478,1,0.721,3
346,C SH,STUART,2981.0,78.59,0.489,14.3,16.75,3.505,1,0.698,3
347,C SH,STUART,2981.5,79.439,0.544,12.7,15.25,3.478,1,0.674,3
348,C SH,STUART,2982.0,81.29899999999999,0.5760000000000001,11.5,14.65,3.4530000000000003,1,0.6509999999999999,3
349,C SH,STUART,2982.5,78.933,0.494,11.9,14.85,3.4789999999999996,1,0.605,3
350,C SH,STUART,2983.0,79.471,0.441,13.4,16.3,3.4939999999999998,1,0.581,3
351,C SH,STUART,2983.5,81.895,0.431,14.2,16.8,3.4410000000000003,1,0.5579999999999999,3
352,C SH,STUART,2984.0,82.76799999999999,0.46799999999999997,14.3,16.05,3.4930000000000003,1,0.535,3
353,C SH,STUART,2984.5,79.02199999999999,0.537,12.9,15.05,3.5,1,0.512,3
354,C SH,STUART,2985.0,76.74600000000001,0.601,11.4,13.8,3.4410000000000003,1,0.488,3
355,C SH,STUART,2985.5,73.066,0.638,11.1,13.25,3.426,1,0.465,2
356,C SH,STUART,2986.0,70.35600000000001,0.6509999999999999,11.0,13.1,3.447,1,0.442,2
357,C SH,STUART,2986.5,74.608,0.621,10.5,14.85,3.3989999999999996,1,0.395,2
358,C SH,STUART,2987.0,73.008,0.585,11.1,15.15,3.3930000000000002,1,0.37200000000000005,2
359,C SH,STUART,2987.5,70.438,0.546,12.1,15.15,3.4389999999999996,1,0.349,2
360,C SH,STUART,2988.0,68.08,0.5,13.5,14.65,3.478,1,0.326,2
361,C SH,STUART,2988.5,66.75,0.46,13.6,15.2,3.4610000000000003,1,0.302,3
362,C SH,STUART,2989.0,69.45100000000001,0.455,13.4,14.8,3.4939999999999998,1,0.27899999999999997,2
363,C SH,STUART,2989.5,75.946,0.494,14.2,14.0,3.5410000000000004,1,0.256,2
364,C SH,STUART,2990.0,80.344,0.556,11.8,13.6,3.522,1,0.233,2
365,C SH,STUART,2990.5,83.772,0.616,10.4,12.9,3.4760000000000004,1,0.18600000000000003,3
366,C SH,STUART,2991.0,84.76700000000001,0.618,10.7,12.55,3.39,1,0.163,3
367,C SH,STUART,2991.5,84.09,0.616,9.4,13.4,3.2889999999999997,1,0.14,2
368,C SH,STUART,2992.0,86.62799999999999,0.601,8.8,14.4,3.19,1,0.11599999999999999,3
369,C SH,STUART,2992.5,90.43,0.556,2.0,21.4,3.045,1,0.09300000000000001,3
370,C SH,STUART,2993.0,87.07700000000001,0.498,2.0,26.4,3.088,1,0.07,3
371,C SH,STUART,2993.5,76.623,0.479,5.3,28.45,3.2239999999999998,1,0.047,3
372,C SH,STUART,2994.0,62.768,0.546,3.2,26.3,3.3339999999999996,1,0.023,3
373,C LM,STUART,2994.5,43.738,0.703,1.8,19.3,3.8760000000000003,2,1.0,8
374,C LM,STUART,2995.0,27.859,0.855,6.9,11.75,4.508,2,0.993,8
375,C LM,STUART,2995.5,18.034000000000002,0.879,5.3,9.55,4.815,2,0.985,8
376,C LM,STUART,2996.0,13.203,0.83,3.0,9.1,4.863,2,0.978,8
377,C LM,STUART,2996.5,12.762,0.767,2.0,8.9,5.024,2,0.97,8
378,C LM,STUART,2997.0,14.843,0.7020000000000001,1.8,9.2,4.6160000000000005,2,0.963,8
379,C LM,STUART,2997.5,19.087,0.644,0.4,10.4,4.172,2,0.955,8
380,C LM,STUART,2998.0,19.087,0.644,0.4,10.4,4.172,2,0.955,8
381,C LM,STUART,2998.5,25.206999999999997,0.601,-0.2,10.7,3.97,2,0.948,8
382,C LM,STUART,2999.0,27.997,0.5870000000000001,1.1,10.25,3.9330000000000003,2,0.94,8
383,C LM,STUART,2999.5,28.822,0.602,2.2,10.0,3.875,2,0.9329999999999999,8
384,C LM,STUART,3000.0,28.618000000000002,0.622,1.9,10.35,3.969,2,0.925,8
385,C LM,STUART,3000.5,24.815,0.612,0.7,11.15,4.118,2,0.9179999999999999,8
386,C LM,STUART,3001.0,23.371,0.575,0.2,11.8,4.243,2,0.91,8
387,C LM,STUART,3001.5,23.052,0.542,0.1,12.35,4.196000000000001,2,0.903,8
388,C LM,STUART,3002.0,23.109,0.522,-0.1,12.15,4.192,2,0.8959999999999999,8
389,C LM,STUART,3002.5,24.138,0.511,-0.3,12.05,3.978,2,0.888,8
390,C LM,STUART,3003.0,24.448,0.511,-0.1,11.75,3.975,2,0.8809999999999999,8
391,C LM,STUART,3003.5,25.419,0.523,0.0,11.6,3.9619999999999997,2,0.873,8
392,C LM,STUART,3004.0,26.724,0.56,-0.7,11.35,3.99,2,0.866,8
393,C LM,STUART,3004.5,29.213,0.623,-0.8,10.7,3.885,2,0.858,8
394,C LM,STUART,3005.0,34.036,0.6859999999999999,0.4,9.4,3.8160000000000003,2,0.851,8
395,C LM,STUART,3005.5,38.157,0.716,1.7,7.75,3.66,2,0.843,5
396,C LM,STUART,3006.0,40.45,0.701,1.8,6.8,3.5439999999999996,2,0.836,5
397,C LM,STUART,3006.5,41.576,0.662,3.5,6.45,3.392,2,0.828,5
398,C LM,STUART,3007.0,40.123000000000005,0.633,3.7,7.35,3.24,2,0.821,5
399,C LM,STUART,3007.5,36.663000000000004,0.632,3.4,8.1,3.2119999999999997,2,0.813,5
400,C LM,STUART,3008.0,32.705999999999996,0.65,3.8,8.3,3.253,2,0.8059999999999999,5
401,C LM,STUART,3008.5,30.323,0.672,3.4,8.7,3.2889999999999997,2,0.799,5
402,C LM,STUART,3009.0,28.601,0.6940000000000001,3.0,9.4,3.3139999999999996,2,0.7909999999999999,5
403,C LM,STUART,3009.5,28.169,0.721,2.4,9.7,3.262,2,0.784,7
404,C LM,STUART,3010.0,29.441999999999997,0.7559999999999999,1.4,9.8,3.31,2,0.7759999999999999,6
405,C LM,STUART,3010.5,30.878,0.795,0.7,9.55,3.359,2,0.769,6
406,C LM,STUART,3011.0,32.150999999999996,0.8320000000000001,0.1,9.35,3.409,2,0.7609999999999999,6
407,C LM,STUART,3011.5,33.677,0.856,0.4,9.1,3.417,2,0.754,6
408,C LM,STUART,3012.0,33.701,0.872,1.1,8.95,3.444,2,0.746,6
409,C LM,STUART,3012.5,35.105,0.889,1.5,8.75,3.466,2,0.7390000000000001,6
410,C LM,STUART,3013.0,37.104,0.914,1.6,8.6,3.49,2,0.731,6
411,C LM,STUART,3013.5,37.349000000000004,0.9390000000000001,2.1,7.95,3.418,2,0.7240000000000001,6
412,C LM,STUART,3014.0,37.936,0.9520000000000001,2.4,7.7,3.5039999999999996,2,0.716,5
413,C LM,STUART,3014.5,39.086999999999996,0.953,2.1,7.75,3.511,2,0.7090000000000001,5
414,C LM,STUART,3015.0,38.059,0.951,1.7,7.55,3.55,2,0.701,5
415,C LM,STUART,3015.5,37.202,0.9520000000000001,2.2,7.3,3.603,2,0.6940000000000001,5
416,C LM,STUART,3016.0,37.218,0.951,1.8,7.5,3.675,2,0.687,5
417,C LM,STUART,3016.5,37.781,0.9490000000000001,1.4,7.6,3.741,2,0.679,5
418,C LM,STUART,3017.0,40.164,0.948,1.5,7.35,3.735,2,0.672,5
419,C LM,STUART,3017.5,40.955999999999996,0.95,1.6,7.3,3.747,2,0.664,5
420,C LM,STUART,3018.0,41.013000000000005,0.9520000000000001,1.5,7.25,3.64,2,0.657,5
421,C LM,STUART,3018.5,42.547,0.95,1.9,7.15,3.6830000000000003,2,0.649,5
422,C LM,STUART,3019.0,41.192,0.945,2.0,7.0,3.6439999999999997,2,0.642,5
423,C LM,STUART,3019.5,42.726000000000006,0.941,2.3,7.15,3.7039999999999997,2,0.634,5
424,C LM,STUART,3020.0,44.407,0.9420000000000001,3.4,7.0,3.695,2,0.627,5
425,C LM,STUART,3020.5,45.387,0.946,3.8,6.8,3.7880000000000003,2,0.619,6
426,C LM,STUART,3021.0,45.052,0.945,2.6,7.5,3.917,2,0.612,6
427,C LM,STUART,3021.5,46.129,0.935,2.4,7.4,3.948,2,0.604,6
428,C LM,STUART,3022.0,47.826,0.925,2.5,7.05,4.016,2,0.597,6
429,C LM,STUART,3022.5,50.053999999999995,0.925,2.3,6.75,3.935,2,0.59,6
430,C LM,STUART,3023.0,55.562,0.9329999999999999,1.8,6.9,3.9739999999999998,2,0.5820000000000001,6
431,C LM,STUART,3023.5,63.028999999999996,0.9470000000000001,2.0,6.8,3.859,2,0.575,6
432,C LM,STUART,3024.0,75.399,0.966,1.9,6.45,3.681,2,0.5670000000000001,8
433,C LM,STUART,3024.5,102.116,0.987,0.2,6.9,3.5610000000000004,2,0.56,8
434,C LM,STUART,3025.0,140.778,0.993,-0.4,7.0,3.513,2,0.552,6
435,C LM,STUART,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,4
436,C LM,STUART,3026.0,213.99900000000002,0.977,0.2,7.8,3.412,2,0.537,4
437,C LM,STUART,3026.5,220.41299999999998,1.004,0.0,8.0,3.528,2,0.53,4
438,C LM,STUART,3027.0,200.30599999999998,1.0270000000000001,0.0,8.0,3.6710000000000003,2,0.522,4
439,C LM,STUART,3027.5,162.149,0.9990000000000001,-0.2,8.5,3.7460000000000004,2,0.515,4
440,C LM,STUART,3028.0,121.20200000000001,0.95,0.2,9.2,3.892,2,0.507,4
441,C LM,STUART,3028.5,92.805,0.9159999999999999,1.3,9.95,3.924,2,0.5,8
442,C LM,STUART,3029.0,77.758,0.894,1.9,10.65,3.9530000000000003,2,0.493,4
443,C LM,STUART,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,4
444,C LM,STUART,3030.0,62.376000000000005,0.873,2.5,11.45,3.799,2,0.478,4
445,C LM,STUART,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,4
446,C LM,STUART,3031.0,55.211000000000006,0.872,2.7,10.45,3.784,2,0.46299999999999997,6
447,C LM,STUART,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,6
448,C LM,STUART,3032.0,52.38,0.858,2.1,10.75,3.7760000000000002,2,0.44799999999999995,4
449,C LM,STUART,3032.5,53.122,0.851,2.5,11.05,3.7239999999999998,2,0.44,4
450,C LM,STUART,3033.0,51.245,0.8440000000000001,2.7,11.25,3.697,2,0.433,4
451,C LM,STUART,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,6
452,C LM,STUART,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,4
453,C LM,STUART,3034.5,54.43600000000001,0.8170000000000001,2.0,12.0,3.65,2,0.41,4
454,C LM,STUART,3035.0,54.81100000000001,0.81,1.8,12.1,3.678,2,0.40299999999999997,4
455,C LM,STUART,3035.5,55.603,0.8009999999999999,1.6,12.2,3.6439999999999997,2,0.396,4
456,C LM,STUART,3036.0,54.288999999999994,0.785,1.3,12.75,3.656,2,0.38799999999999996,4
457,C LM,STUART,3036.5,52.38,0.768,2.0,13.0,3.5980000000000003,2,0.381,4
458,C LM,STUART,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,4
459,C LM,STUART,3037.5,53.93,0.757,2.1,13.75,3.5810000000000004,2,0.366,4
460,C LM,STUART,3038.0,56.071999999999996,0.755,2.9,13.75,3.645,2,0.358,4
461,C LM,STUART,3038.5,59.016999999999996,0.75,4.0,13.7,3.694,2,0.35100000000000003,4
462,C LM,STUART,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.34299999999999997,4
463,C LM,STUART,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,4
464,C LM,STUART,3040.0,66.705,0.7140000000000001,5.6,14.6,3.6889999999999996,2,0.32799999999999996,4
465,C LM,STUART,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,4
466,C LM,STUART,3041.0,67.683,0.6759999999999999,6.7,15.65,3.603,2,0.313,4
467,C LM,STUART,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,4
468,C LM,STUART,3042.0,67.683,0.6659999999999999,5.7,15.25,3.57,2,0.299,4
469,C LM,STUART,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.29100000000000004,4
470,C LM,STUART,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,4
471,C LM,STUART,3043.5,67.683,0.882,4.9,15.75,3.5469999999999997,2,0.276,4
472,C LM,STUART,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.26899999999999996,4
473,C LM,STUART,3044.5,67.683,1.0170000000000001,3.5,16.25,3.495,2,0.261,4
474,A1 LM,CRAWFORD,2972.5,49.675,0.845,3.905,11.175,3.265,2,1.0,8
475,A1 LM,CRAWFORD,2973.0,34.435,0.879,3.085,8.175,3.8310000000000004,2,0.991,8
476,A1 LM,CRAWFORD,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,8
477,A1 LM,CRAWFORD,2974.0,19.463,0.9670000000000001,0.82,3.82,4.578,2,0.972,8
478,A1 LM,CRAWFORD,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.9620000000000001,8
479,A1 LM,CRAWFORD,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,8
480,A1 LM,CRAWFORD,2975.5,22.298000000000002,1.002,-0.01,5.5,4.4910000000000005,2,0.943,8
481,A1 LM,CRAWFORD,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,8
482,A1 LM,CRAWFORD,2976.5,24.677,0.8240000000000001,0.31,6.94,4.047,2,0.915,8
483,A1 LM,CRAWFORD,2977.0,24.945999999999998,0.667,0.965,5.915,3.8930000000000002,2,0.9059999999999999,8
484,A1 LM,CRAWFORD,2977.5,29.31,0.5589999999999999,2.11,6.15,3.52,2,0.8959999999999999,5
485,A1 LM,CRAWFORD,2978.0,37.321999999999996,0.522,3.375,8.445,3.125,2,0.887,5
486,A1 LM,CRAWFORD,2978.5,42.141999999999996,0.51,3.985,10.785,2.843,2,0.877,5
487,A1 LM,CRAWFORD,2979.0,52.434,0.49200000000000005,4.42,13.15,2.674,2,0.868,7
488,A1 LM,CRAWFORD,2979.5,63.181000000000004,0.473,5.18,14.13,2.6439999999999997,2,0.858,7
489,A1 LM,CRAWFORD,2980.0,69.405,0.465,5.52,14.56,2.6630000000000003,2,0.8490000000000001,7
490,A1 LM,CRAWFORD,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,7
491,A1 LM,CRAWFORD,2981.0,83.57700000000001,0.469,5.965,15.395,2.6660000000000004,2,0.83,7
492,A1 LM,CRAWFORD,2981.5,84.05799999999999,0.513,6.025,15.855,2.622,2,0.821,7
493,A1 LM,CRAWFORD,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.8109999999999999,7
494,A1 LM,CRAWFORD,2982.5,80.257,0.563,5.74,16.1,2.6260000000000003,2,0.802,7
495,A1 LM,CRAWFORD,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,6
496,A1 LM,CRAWFORD,2983.5,80.32300000000001,0.583,4.565,15.275,2.693,2,0.7829999999999999,6
497,A1 LM,CRAWFORD,2984.0,84.704,0.59,4.365,15.165,2.7110000000000003,2,0.774,6
498,A1 LM,CRAWFORD,2984.5,96.67399999999999,0.596,4.725,15.565,2.7439999999999998,2,0.764,6
499,A1 LM,CRAWFORD,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,6
500,A1 LM,CRAWFORD,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,6
501,A1 LM,CRAWFORD,2986.0,138.16899999999998,0.659,5.33,15.1,3.0,2,0.736,4
502,A1 LM,CRAWFORD,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,4
503,A1 LM,CRAWFORD,2987.0,117.726,0.7070000000000001,4.415,13.315,3.097,2,0.7170000000000001,4
504,A1 LM,CRAWFORD,2987.5,98.382,0.7290000000000001,3.395,11.695,3.193,2,0.708,4
505,A1 LM,CRAWFORD,2988.0,91.348,0.7709999999999999,3.235,10.985,3.3080000000000003,2,0.698,4
506,A1 LM,CRAWFORD,2988.5,87.05,0.831,3.21,10.64,3.4930000000000003,2,0.6890000000000001,4
507,A1 LM,CRAWFORD,2989.0,82.98,0.9279999999999999,2.835,10.115,3.5260000000000002,2,0.679,4
508,A1 LM,CRAWFORD,2989.5,67.264,1.0190000000000001,0.475,8.435,3.217,2,0.67,6
509,A1 LM,CRAWFORD,2990.0,57.068999999999996,1.047,-2.385,7.115,3.157,2,0.66,6
510,A1 LM,CRAWFORD,2990.5,46.873999999999995,1.0659999999999998,-3.97,6.6,3.159,2,0.6509999999999999,8
511,A1 LM,CRAWFORD,2991.0,39.325,1.06,-3.69,7.15,3.2239999999999998,2,0.642,8
512,A1 LM,CRAWFORD,2991.5,43.946000000000005,1.042,-2.73,7.29,3.272,2,0.632,6
513,A1 LM,CRAWFORD,2992.0,51.73,1.005,-0.9,7.98,3.29,2,0.623,6
514,A1 LM,CRAWFORD,2992.5,58.373999999999995,0.956,1.46,9.41,3.2769999999999997,2,0.613,6
515,A1 LM,CRAWFORD,2993.0,67.75399999999999,0.904,3.985,11.545,3.2960000000000003,2,0.604,4
516,A1 LM,CRAWFORD,2993.5,71.206,0.8740000000000001,5.045,12.915,3.3280000000000003,2,0.594,4
517,A1 LM,CRAWFORD,2994.0,69.188,0.852,4.86,12.85,3.33,2,0.585,4
518,A1 LM,CRAWFORD,2994.5,58.452,0.841,3.455,11.265,3.332,2,0.575,4
519,A1 LM,CRAWFORD,2995.0,38.715,0.816,2.185,9.855,3.365,2,0.5660000000000001,6
520,A1 LM,CRAWFORD,2995.5,30.541,0.8009999999999999,0.96,8.76,3.4760000000000004,2,0.557,6
521,A1 LM,CRAWFORD,2996.0,21.684,0.792,-0.04,8.28,3.7739999999999996,2,0.547,8
522,A1 LM,CRAWFORD,2996.5,21.252,0.7929999999999999,-0.505,9.225,4.041,2,0.5379999999999999,8
523,A1 LM,CRAWFORD,2997.0,23.116999999999997,0.7929999999999999,-0.555,9.895,4.292,2,0.528,8
524,A1 LM,CRAWFORD,2997.5,28.85,0.7909999999999999,-0.46,9.89,4.371,2,0.519,8
525,A1 LM,CRAWFORD,2998.0,36.226,0.7879999999999999,-0.085,9.175,4.112,2,0.509,8
526,A1 LM,CRAWFORD,2998.5,42.83,0.8009999999999999,0.41,8.49,3.91,2,0.5,6
527,A1 LM,CRAWFORD,2999.0,46.846000000000004,0.82,1.255,8.275,3.793,2,0.491,6
528,A1 LM,CRAWFORD,2999.5,48.133,0.845,1.77,8.29,3.486,2,0.48100000000000004,6
529,A1 LM,CRAWFORD,3000.0,43.162,0.8740000000000001,1.35,8.64,3.263,2,0.47200000000000003,6
530,A1 LM,CRAWFORD,3000.5,36.586,0.92,1.01,8.74,3.187,2,0.462,6
531,A1 LM,CRAWFORD,3001.0,32.746,0.955,0.625,8.535,3.173,2,0.45299999999999996,6
532,A1 LM,CRAWFORD,3001.5,30.956999999999997,0.9740000000000001,0.565,8.555,3.315,2,0.44299999999999995,6
533,A1 LM,CRAWFORD,3002.0,30.765,0.981,0.545,8.575,3.4410000000000003,2,0.434,6
534,A1 LM,CRAWFORD,3002.5,31.265,0.987,0.625,8.425,3.6180000000000003,2,0.425,6
535,A1 LM,CRAWFORD,3003.0,33.124,0.9940000000000001,0.755,8.045,3.943,2,0.415,6
536,A1 LM,CRAWFORD,3003.5,35.211,0.997,0.635,7.555,4.07,2,0.406,6
537,A1 LM,CRAWFORD,3004.0,36.385999999999996,0.988,0.125,7.135,3.885,2,0.396,6
538,A1 LM,CRAWFORD,3004.5,38.016999999999996,0.951,-0.175,6.875,3.654,2,0.387,6
539,A1 LM,CRAWFORD,3005.0,41.016000000000005,0.903,0.055,6.825,3.438,2,0.377,6
540,A1 LM,CRAWFORD,3005.5,49.653999999999996,0.8540000000000001,1.52,7.51,3.33,2,0.368,6
541,A1 LM,CRAWFORD,3006.0,62.068000000000005,0.799,3.1,9.13,3.2089999999999996,2,0.358,4
542,A1 LM,CRAWFORD,3006.5,71.222,0.74,4.0,10.98,3.0869999999999997,2,0.349,4
543,A1 LM,CRAWFORD,3007.0,73.309,0.691,4.015,12.425,2.98,2,0.34,4
544,A1 LM,CRAWFORD,3007.5,69.469,0.627,3.19,13.37,2.904,2,0.33,4
545,A1 LM,CRAWFORD,3008.0,65.857,0.5589999999999999,2.1,14.08,2.859,2,0.321,4
546,A1 LM,CRAWFORD,3008.5,58.369,0.504,0.715,14.235,2.83,2,0.311,4
547,A1 LM,CRAWFORD,3009.0,56.125,0.435,-0.775,13.415,2.786,2,0.302,7
548,A1 LM,CRAWFORD,3009.5,56.769,0.37799999999999995,-1.155,12.805,2.7260000000000004,2,0.292,7
549,A1 LM,CRAWFORD,3010.0,62.586999999999996,0.298,-0.18,12.87,2.588,2,0.28300000000000003,7
550,A1 LM,CRAWFORD,3010.5,64.67399999999999,0.252,0.24,14.42,2.465,2,0.27399999999999997,7
551,A1 LM,CRAWFORD,3011.0,64.253,0.212,0.24,16.36,2.374,2,0.264,7
552,A1 LM,CRAWFORD,3011.5,61.553000000000004,0.166,-0.295,18.395,2.329,2,0.255,7
553,A1 LM,CRAWFORD,3012.0,60.221000000000004,0.114,-0.59,19.27,2.315,2,0.245,7
554,A1 LM,CRAWFORD,3012.5,59.11600000000001,0.09300000000000001,-0.655,19.655,2.302,2,0.23600000000000002,7
